Kategori,Şehir,İlçe,Firma Adı,Adres,Açıklama,Telefon,E-posta,Web Sitesi,Enlem,Boylam
Plastik-Cerrahi,Bursa,Mudanya,Adnan Erdem Muayenehanesi̇(Adnan Erdem),"Kükürtlü Mah. Kükürtlü Cad. 2/6 Osmangazi, Bursa",Yok,2242323301,veri yok,veri yok,40.206296,29.019418
Plastik-Cerrahi,Bursa,Mudanya,Medi̇-Kali̇te- Medi̇-Kali̇te Medi̇kal Ci̇hazlar San. Ve Ti̇c.Ltd.Şti̇.,"Dikkaldırım Mah. Değirmen Sok. 6 Birtane Apt. A Blok K:1 D:3 Osmangazi, Bursa",Plastik - Estetik Cerrahi Malzemeleri Toptan Ve Perakende Satışı,2242350972,info@medikalite.com.tr,http://www.medikalite.com.tr,40.204589,29.016246
Plastik-Cerrahi,Bursa,Mudanya,Medi̇ne Kanturk Muayenehanesi̇(Medine Kantürk),"Çekirge Mah. Osmangazi, Bursa",Yok,5327090151,drmedinekanturk@gmail.com,veri yok,40.188658,29.060849
Plastik-Cerrahi,Bursa,Mudanya,Selçuk Aytaç Muayenehanesi̇,"Bağlarbaşı Mah. Sanayi Cad. 4 Osmangazi, Bursa",Yok,5448000844,veri yok,veri yok,40.214949,29.002405
Plastik-Cerrahi,Bursa,Mudanya,Murat Kaan Sözer Muayenehanesi̇(Meltem Yılman),"Fethiye Mah. Sanayi Cad. Alev Sok. 263 D:66 Nilüfer, Bursa",Yok,5313788173,veri yok,veri yok,40.231313,28.981847
Plastik-Cerrahi,Bursa,Mudanya,Aydan Ay Muayenehanesi̇(Aydan Ay),"Konak Mah. Kaynak Sok. 5/B Yeni Tuğcular Plaza K:4 Nilüfer, Bursa",Yok,5063718069,estetikklinikaydanay@gmail.com,veri yok,40.209949,28.978852
Plastik-Cerrahi,Bursa,Mudanya,Mehmet Alper Bayraktar,"Çekirge Mah. Çekirge Cad. 105 Osmangazi, Bursa",Yok,2242335700,veri yok,veri yok,40.199252,29.03404
Plastik-Cerrahi,Bursa,Mudanya,Plasti̇k Rekonstrükti̇f Ve Esteti̇k Cerrahi̇ Ana Bi̇li̇m Dali,"Görükle Sakarya Mah. Uludağ Üniversitesi Görükle Kampüsü Nilüfer, Bursa",Yok,2244428079,veri yok,veri yok,40.22567199,28.87611516
Plastik-Cerrahi,Istanbul,Sultangazi,Samet Hari̇ri̇ Muayenehanesi̇(Samet Hariri),"19 Mayıs Mah. Teyyareci Cemal Sok. 4 Şişli, İstanbul",Yok,2122310306,veri yok,veri yok,41.059512,28.988089
Plastik-Cerrahi,Istanbul,Sultangazi,Evren Helvaci Muayenehanesi̇,"Barbaros Mah. Dereboyu Cad. Ak Zambak Sok. 99/B Uphill Towers Sit. Ataşehir, İstanbul",Yok,2166888430,evrenhelvaci@yahoo.com,http://www.evrenhelvaci.com,40.995611,29.111215
Plastik-Cerrahi,Istanbul,Sultangazi,Fati̇h Irmak Kli̇ni̇ği̇,"Teşvikiye Mah. Hakkı Yeten Cad. 17 D:6 Şişli, İstanbul",Rekonstrüktif Uzmanı,5321648963,istanbulesthetiksurgery@gmail.com,http://www.drfatihirmak.com,41.055532,28.998514
Plastik-Cerrahi,Istanbul,Sultangazi,Burçak Erdinç,"Nisbetiye Mah. Nispetiye Cad. 35 K: Giriş Beşiktaş, İstanbul",Yok,2123515758,burcake@hotmail.com,http://www.burcakerdinc.com,41.077734,29.025324
Plastik-Cerrahi,Istanbul,Sultangazi,Oğuz Çetinkale,"Beşyol Mah. Eski Londra Asfaltı 10 Florya, Küçükçekmece, İstanbul",Yok,2124113900,veri yok,veri yok,40.988648,28.796204
Plastik-Cerrahi,Istanbul,Sultangazi,Alper Mete Uğurlu,"Harbiye Mah. Abdi İpekçi Sok. 29 Atid İş Mrk. K:2 D:3 Şişli, İstanbul",Yok,5307660450,alpermetesocial@yandex.com,http://www.alpermeteugurlu.com,41.049288182199,28.99250091535
Plastik-Cerrahi,Istanbul,Sultangazi,Harun Çöloğlu,"Aşık Veysel Mah. Süleyman Demirel Cad. 1 Esenkent, Esenyurt, İstanbul",Yok,2129794000,veri yok,veri yok,41.05712,28.671852
Plastik-Cerrahi,Istanbul,Sultangazi,İbrahi̇m Oskui̇ Muayenehanesi̇(İbrahim Oskui),"Gümüşsuyu Mah. Osmanlı Sok. 2 K:4 Beyoğlu, İstanbul",Yok,2122920333,veri yok,veri yok,41.036516,28.98567
Plastik-Cerrahi,Istanbul,Sultangazi,Ali̇ Osman Apaydin Muayenehanesi̇,"Teşvikiye Mah. Vali Konağı Cad. Güzelbahçe Sok. 7 D:3 Nişantaşı, Şişli, İstanbul",Medikal Estetik Uzmanı,5330144040,info@draliosman.com,http://www.draliosman.com,41.052699,28.993693
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Veli̇ Aslan Muayenehanesi̇(Mehmet Veli Aslan),"Dikilitaş Mah. 19 Mayıs Cad. 37 Ubm Plaza K:4 D:13 Beşiktaş, İstanbul",Yok,2122722223,mveliaslan@yahoo.com,veri yok,41.05801899,28.993896
Plastik-Cerrahi,Istanbul,Sultangazi,Emre Hocaoğlu,"Şehremini Mah. Turgut Özal Millet Cad. 47 Çapa, Fatih, İstanbul",Yok,2124142000,veri yok,veri yok,41.011535,28.940543
Plastik-Cerrahi,Istanbul,Sultangazi,Cihan Şahin,"Selimiye Mah. Tıbbiye Cad. Üsküdar, İstanbul",Yok,2165422020,veri yok,veri yok,41.007306,29.020422
Plastik-Cerrahi,Istanbul,Sultangazi,Tuğrul Ki̇hti̇r Muayenehanesi̇(Tuğrul Kihtir),"Feneryolu Mah. Bağdat Cad. 123 Özgen Apt. B Blok Kadıköy, İstanbul",Yok,2163490689,veri yok,veri yok,40.978335,29.046947
Plastik-Cerrahi,Istanbul,Sultangazi,Eli̇f Eren Aydin Muayenehanesi̇(Elif Eren Aydın),"Barbaros Mah. Mor Sümbül Sok. 5/A Deluxia Palace A Blok D:448 Batı Ataşehir, Ataşehir, İstanbul",Yok,2165041246,info@eliferenaydin.com,http://www.eliferenaydin.com,40.995191,29.10055
Plastik-Cerrahi,Istanbul,Sultangazi,Ümran İleri,"Ulus Mah. Ahmet Adnan Saygun Cad. Canan Sok. 5 Beşiktaş, İstanbul",Yok,2129998099,veri yok,veri yok,41.060526,29.028807
Plastik-Cerrahi,Istanbul,Sultangazi,İsmail Melih Kuzu,"Topkapı Mah. Adnan Menderes Blv. Vatan Cad. 1 Fatih, İstanbul",Yok,2124531700,veri yok,veri yok,41.010422,28.948816
Plastik-Cerrahi,Istanbul,Sultangazi,Ali̇ Si̇na Mengi̇ Muayenehanesi̇(Ali Sina Mengi),"Şenlikköy Mah. Florya Cad. 12/B Nazar Apt. B Blok Bakırköy, İstanbul",Yok,2126620081,veri yok,http://www.estetikdoktorunuz.com,40.977043,28.791715
Plastik-Cerrahi,Istanbul,Sultangazi,Murad Aumeed Hameed,"Bahçelievler Mah. Zıpkın Sok. 10 Pendik, İstanbul",Yok,2163909243,veri yok,veri yok,40.883069,29.23618
Plastik-Cerrahi,Istanbul,Sultangazi,İstanbul Plasti̇k Esteti̇k Cerrahi̇ Ve Lazer Epi̇lasyon Merkezi̇ Ti̇c.Ltd.Şti̇.(İskender Mehmet Nuri Battal),"Halaskargazi Mah. Valikonağı Cd Şişli, İstanbul",Yok,2122323334,veri yok,veri yok,41.049924,28.98887
Plastik-Cerrahi,Istanbul,Sultangazi,Erdem Güven Muayenehanesi̇(Erdem Güven),"Levazım Mah. Koru Sok. Zorlu Center Avm Terasevler A Blok D:9 Zincirliuyu, Beşiktaş, İstanbul",Yok,2122135700,info@drerdemguven.com,http://www.drerdemguven.com,41.065305,29.018226
Plastik-Cerrahi,Istanbul,Sultangazi,Semih Bağhaki,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,İpek Plasti̇k- İpek Plasti̇k Ki̇mya Boya Sağlik Ürünleri̇ San. Ve Ti̇c.A.Ş.,"Beylikdüzü Osb Mah. 4. Cad. 1 Mermerciler San. Sit. Beylikdüzü, İstanbul",Cerrahi Sıhhi Ürünler Üretimi,2128751973,veri yok,veri yok,40.992164,28.663038
Plastik-Cerrahi,Istanbul,Sultangazi,Şerafettin Saraçoğlu,"Osmaniye Mah. Çobançeşme Koşuyolu Blv. 3 Garden Office K:2 Bakırköy, İstanbul",Yok,4445430,veri yok,veri yok,40.997243,28.887251
Plastik-Cerrahi,Istanbul,Sultangazi,Dr. Alpaslan Topçu Muayenehanesi̇(Alpaslan Topçu),"Harbiye Mah. Abdi İpekçi Cad. 44 Maltepe Apt. D:8 Şişli, İstanbul",Yok,2122405901,veri yok,http://www.alpaslantopcu.com.tr,41.048118,28.992887
Plastik-Cerrahi,Istanbul,Sultangazi,Mustafa Tezcan,"Göztepe Mah. Dr. Erkin Cad. 1 Kadıköy, İstanbul",Yok,2165664000,veri yok,veri yok,40.976888,29.068962
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Zeki̇ Güzel Muayenehanesi̇- Güzel Esteti̇k Cerrahi̇ Sağlik İthalat Ve İhracat Hi̇zmetleri̇ Ltd.Şti̇.,"Göztepe Mah. Bağdat Cad. 221 Kadıköy, İstanbul",Yok,2163692381,veri yok,veri yok,40.972433,29.058625
Plastik-Cerrahi,Istanbul,Sultangazi,Bekir Atik,"Küçükbakkalköy Mah. Dudullu Cad. 23-25/D Brandium Residence R4 Blok D:238 Ataşehir, İstanbul",Yok,2165153517,veri yok,veri yok,40.981751,29.132204
Plastik-Cerrahi,Istanbul,Sultangazi,İstanbul Üni̇versi̇tesi̇ Cerrahpaşa Tip Fakültesi̇ Hastanesi̇ - Plasti̇k Rekonstrükti̇f Ve Esteti̇k Cerrahi̇,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,Ali Şimşek,"Fulya Mah. Hakkı Yeten Cad. Kıvanç Sok. 24 Şişli, İstanbul",Yok,2122200800,veri yok,veri yok,41.052795,29.000025
Plastik-Cerrahi,Istanbul,Sultangazi,Necmettin Kutlu,"Büyükşehir Mah. Beylikdüzü Cad. 3 Beylikdüzü, İstanbul",Yok,2128677500,veri yok,veri yok,41.012261,28.646461
Plastik-Cerrahi,Istanbul,Sultangazi,Berkan Mersa,"Merkez Mah. Çukurçeşme Cad. 51 Gaziosmanpaşa, İstanbul",El Ve Mikrocerrahi Uzmanı,2126153838,veri yok,veri yok,41.059136,28.908209
Plastik-Cerrahi,Istanbul,Sultangazi,Dağhan Işık,"Zafer Mah. Ahmet Yesevi Cad. Gümüş Sok. 11/A Yenibosna, Bahçelievler, İstanbul",Plastik Estetik Ve Rekonstruktif Cerrahi,8508787232,veri yok,veri yok,40.99914,28.83814
Plastik-Cerrahi,Istanbul,Sultangazi,Aret Çerçi̇ Özkan Muayenehanesi̇(Aret Çerçi Özkan),"Zuhuratbaba Mah. İncirli Cad. 89 Bayrak Apt. D:7 Bakırköy, İstanbul",Yok,2122963120,aretmd@hotmail.com,http://www.aretcerci.com,40.993729,28.869822
Plastik-Cerrahi,Istanbul,Sultangazi,Ufuk Emekli,"Şehremini Mah. Turgut Özal Millet Cad. 47 Çapa, Fatih, İstanbul",Yok,2124142000,veri yok,veri yok,41.011535,28.940543
Plastik-Cerrahi,Istanbul,Sultangazi,Cemal Şenyuva Muayenehanesi̇- Şenyuva Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Teşvikiye Mah. Hakkı Yeten Cad. 17 Aşçıoğlu Plaza Şişli, İstanbul",Yok,2122196350,veri yok,http://www.cemalsenyuva.com,41.05547,28.998401
Plastik-Cerrahi,Istanbul,Sultangazi,Nurettin Üzer,"Başakşehir Mah. Yunus Emre Cad. 4. Etap 1. Kısım Başakşehir, İstanbul",Yok,2124880170,veri yok,veri yok,41.07417498,28.69397388
Plastik-Cerrahi,Istanbul,Sultangazi,Semra Karşıdağ,"19 Mayıs Mah. Halaskargazi Cad. Etfal Sok. 19 Şişli, İstanbul",Yok,2123735000,veri yok,veri yok,41.05723,28.990713
Plastik-Cerrahi,Istanbul,Sultangazi,Murat Topalan Muayenehanesi̇(Murat Topalan),"Harbiye Mah. Abdi İpekçi Cad. 7 Nişantaşı, Şişli, İstanbul",Yok,2122965611,veri yok,veri yok,41.050416,28.991209
Plastik-Cerrahi,Istanbul,Sultangazi,Gülden Avcı Çakmak,"Çamlık Mah. Selçuklu Cad. 20 Kurtköy, Pendik, İstanbul",Yok,4442599,veri yok,veri yok,40.924925,29.288375
Plastik-Cerrahi,Istanbul,Sultangazi,Gülbeyaz Sevin Özgül,"İstasyon Mah. Turgut Özal Blv. 11 Bezirganbahçe, Küçükçekmece, İstanbul",Yok,2126922000,veri yok,veri yok,41.034209,28.778527
Plastik-Cerrahi,Istanbul,Sultangazi,Yağmur Aydın,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,Gürsel Turgut,"Halaskargazi Mah. Valikonağı Cad. 79 Şişli, İstanbul",Yok,2122917666,veri yok,veri yok,41.051322,28.990713
Plastik-Cerrahi,Istanbul,Sultangazi,Erdem Tezel Muayenehanesi̇(Erdem Tezel),"Harbiye Mah. Mim Kemal Öke Cad. 19 Melek Apt. D:6 Nişantaşı, Şişli, İstanbul",Yok,2122480022,veri yok,http://www.erdemtezel.com,41.049512,28.991126
Plastik-Cerrahi,Istanbul,Sultangazi,Rabi̇a Türkmen Muayenehanesi̇(Rabia Türkmen),"Harbiye Mah. Teşvikiye Cad. 25 Sayın Apt. K:1 D:2 Şişli, İstanbul",Yok,2122274440,bilgi@drrabia.com.tr,http://www.drrabia.com.tr,41.049813,28.993292
Plastik-Cerrahi,Istanbul,Sultangazi,Feryal Tuğba Yıldız,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,Hakan Ağır,"Altunizade Mah. Yurtcan Sok. 1 Üsküdar, İstanbul",Yok,2166494444,veri yok,veri yok,41.018464,29.046651
Plastik-Cerrahi,Istanbul,Sultangazi,İsmai̇l Bayram Muayenehanesi̇(İsmail Bayram),"19 Mayıs Mah. Büyükdere Cad. 14 Tankaya Palas Şişli, İstanbul",Yok,5323011737,bayramestetik@gmail.com,http://www.estetiksite.com,41.061871,28.98913
Plastik-Cerrahi,Istanbul,Sultangazi,Ahmet Ari̇f Eroğlu & Nüket Eroğlu Muayenehanesi̇(Ahmet Arif Eroğlu),"Erenköy Mah. Bağdat Cad. Muratoğlu Apt. K:3 D:8 Kadıköy, İstanbul",Yok,2163501919,veri yok,veri yok,40.964528,29.07366
Plastik-Cerrahi,Istanbul,Sultangazi,Erki̇n Önsal Muayenehanesi̇- Privacy Esteti̇k Sağlik Hi̇zmetleri̇ Ltd.Şti̇.,"Teşvikiye Mah. Hakkı Yeten Cad. 14 Terrace Fulya Residence Center 1. D:77 Şişli, İstanbul",Yok,5326013274,privacyestetik@gmail.com,http://www.privacyestetik.com,41.05477404,28.99893996
Plastik-Cerrahi,Istanbul,Sultangazi,Mevlüt Emre Çi̇çek Muayenehanesi̇(Mevlüt Emre Çiçek),"Harbiye Mah. Abdi İpekçi Cad. 5/3 Arzu Apt. K:2 D:4 Şişli, İstanbul",Medikal Estetik Uzmanı,2122962880,info@emrecicek.com,http://www.emrecicek.com,41.050654,28.991169
Plastik-Cerrahi,Istanbul,Sultangazi,Gülay Boztosun Muayenehanesi̇(Mehmet Boztosun),"Caddebostan Mah. Bağdat Cad. 10 Şaşkın Bakkal, Kadıköy, İstanbul",Yok,2163861531,veri yok,veri yok,40.985922,29.03875
Plastik-Cerrahi,Istanbul,Sultangazi,Mete Aksu Muayenehanesi̇(Mete Aksu),"Harbiye Mah. Abdi İpekçi Cad. 44 Maltepe Apt. D:7 Nişantaşı, Şişli, İstanbul",Yok,2122832665,meteaksumd@gmail.com,veri yok,41.048118,28.992887
Plastik-Cerrahi,Istanbul,Sultangazi,Erdem Aksoy Muayenehanesi̇,"Kültür Mah. Ahmet Adnan Saygun Cad. Orkide Sok. 1 Orkide Apt. D:1 Beşiktaş, İstanbul",Yok,2122639055,veri yok,http://www.erdemaksoy.com,41.072239,29.029161
Plastik-Cerrahi,Istanbul,Sultangazi,Orhan Tuğrul,"Fulya Mah. Hakkı Yeten Cad. Kıvanç Sok. 24 Şişli, İstanbul",Yok,2122200800,veri yok,veri yok,41.052795,29.000025
Plastik-Cerrahi,Istanbul,Sultangazi,Hasan Beyhan Kanmaz,"Osmaniye Mah. Çobançeşme Koşuyolu Blv. 3 Garden Office K:2 Bakırköy, İstanbul",Yok,4445430,veri yok,veri yok,40.997243,28.887251
Plastik-Cerrahi,Istanbul,Sultangazi,Newest Plasti̇k Cerrahi̇ Merkezi̇- Fermed Özel Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Altunizade Mah. Tophanelioğlu Cad. 1/A Üsküdar, İstanbul",Yok,2163260257,info@newest.com.tr,http://www.newest.com.tr,41.018878593677,29.044781335744
Plastik-Cerrahi,Istanbul,Sultangazi,Muzzafer Çelik,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Center D:29 Şişli, İstanbul",Yok,2122839292,veri yok,veri yok,41.054795,28.998995
Plastik-Cerrahi,Istanbul,Sultangazi,Esteti̇stanbul Tip Merkezi̇- Esteti̇stanbul Saç Eki̇mi̇ Esteti̇k Plasti̇k Cerrahi̇ Lazer Epi̇lasyon Özel Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Levent Mah. Beyaz Karanfil Sok. 27 Beşiktaş, İstanbul",Yok,2122800800,info@estetistanbul.com,http://www.estetistanbul.com,41.084051,29.013542
Plastik-Cerrahi,Istanbul,Sultangazi,Deniz İşcen Muayenehanesi̇(Deniz İşcen),"Teşvikiye Mah. Güzel Bahçe Sok. 16/2 Şişli, İstanbul",Yok,2122417593,veri yok,veri yok,41.052978,28.994366
Plastik-Cerrahi,Istanbul,Sultangazi,Tamer Koldaş Muayenehanesi̇- Tam Sağlik Eği̇ti̇m Hi̇zmetleri̇ Ltd.Şti̇.,"Halaskargazi Mah. Rumeli Cad. 35 Şişli, İstanbul",Yok,2122325956,veri yok,veri yok,41.052677,28.98994
Plastik-Cerrahi,Istanbul,Sultangazi,Hasan Buğra Çöllü Muayenehanesi̇(Hasan Buğra Çöllü),"Göztepe Mah. Bağdat Cad. 171 Kadıköy, İstanbul",Yok,2163021313,veri yok,veri yok,40.975650100147,29.052552440459
Plastik-Cerrahi,Istanbul,Sultangazi,Bellaplast Esteti̇k Merkezi̇- Lazer Epi̇lasyon Esteti̇k Plasti̇k Cerrahi̇ Sağlik Hi̇zmetleri̇ Ltd.Şti̇.,"Caddebostan Mah. Bağdat Cad. 358 Yazıcılar Apt. K:4 Kadıköy, İstanbul",Estetik Merkezleri,2164670050,bellaplast@bellaplast.com,http://www.bellaplast.com,40.96368,29.07382
Plastik-Cerrahi,Istanbul,Sultangazi,Emi̇ne Evri̇m Uçkunkaya Portner Muayenehanesi̇(Emine Evrim Uçkunkaya Portner),"Halaskargazi Mah. Vali Konağı Cad. 77 Polat Apt. K:5 D:5 Şişli, İstanbul",Yok,2122344402,evrim@druckunkaya.com,http://www.druckunkaya.com,41.051259,28.990646
Plastik-Cerrahi,Istanbul,Sultangazi,İhsan Başaran Muayenehanesi̇(İhsan Başaran),"Teşvikiye Mah. Dr. Müfide Küley Sok. 43 Çınar Apt. D:3 Nişantaşı, Şişli, İstanbul",Yok,2122912180,veri yok,veri yok,41.052491,28.995259
Plastik-Cerrahi,Istanbul,Sultangazi,Berker Büyükgüral Muayenehanesi̇(Berker Büyükgüral),"Harbiye Mah. Maçka Cad. Bronz Sok. 1 Başarı Apt. K:1 D:5 Şişli, İstanbul",Yok,2122913565,veri yok,veri yok,41.047293660225,28.993997941127
Plastik-Cerrahi,Istanbul,Sultangazi,Ebru Şen Muayenehanesi̇,"Harbiye Mah. Teşvikiye Cad. 51 Ergün Apt. K:7 D:13 Nişantaşı, Şişli, İstanbul",Yok,2122338999,veri yok,veri yok,41.050926,28.992109
Plastik-Cerrahi,Istanbul,Sultangazi,Başak Dağhan,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,Artem Tibbi̇ Ci̇hazlar- Artem Tibbi̇ Ci̇hazlari Sağlik Hi̇zmetleri̇ İthalat İhracat Ltd.Şti̇.,"Kavacık Mah. Ekinciler Cad. 28 Beykoz, İstanbul",Cerrahi Motor Sistemleri - Liposuction Cihazları - Plastik Cerrahi Ekipmanları Satışı Ve Servisi,2165042511,veri yok,veri yok,41.091246976312,29.09045212916
Plastik-Cerrahi,Istanbul,Sultangazi,Gökhan Aytaoğlu,"Harbiye Mah. Abdi İpekçi Cad. 59 Nişantaşı, Şişli, İstanbul",Yok,2122321001,veri yok,veri yok,41.048035,28.99327
Plastik-Cerrahi,Istanbul,Sultangazi,Ethem Güneren,"Yalı Mah. Sahil Yolu Sok. 16 Dragos, Maltepe, İstanbul",Yok,2162516565,veri yok,veri yok,40.910328,29.138859
Plastik-Cerrahi,Istanbul,Sultangazi,Kranioplast Merkezi̇- Bi̇li̇mge Uluslararasi Sağlik Turi̇zmi̇ Ve Tedavi̇ Organi̇zasyonu Ltd.Şti̇. (Hasan Çelik),"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Center D:29 Şişli, İstanbul",Yok,2122839292,info@muzaffercelik.com.tr,http://www.muzaffercelik.com.tr,41.054795,28.998995
Plastik-Cerrahi,Istanbul,Sultangazi,Aydin Tekgöz Muayenehanesi̇,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Şişli, İstanbul",Yok,5494908021,info@draydintekgoz.com,http://www.draydintekgoz.com,41.054845,28.999032
Plastik-Cerrahi,Istanbul,Sultangazi,Çeti̇n Duygu Muayenehanesi̇,"Levent Mah. Lale Sok. 5 Beşiktaş, İstanbul",Yok,5053751983,info@cetinduygu.com,http://www.cetinduygu.com,41.077222,29.017048
Plastik-Cerrahi,Istanbul,Sultangazi,Serdar Beten Muayenehanesi̇- Beten Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇. (M. Serdar Beten),"Akat Mah. Yeşim Sok. 5 Beşiktaş, İstanbul",Yok,2123515171,deryamercanli@hotmail.com,http://www.serdarbeten.com,41.078918,29.025714
Plastik-Cerrahi,Istanbul,Sultangazi,Estecenter Plasti̇k Cerrahi̇ Merkezi̇- Estehair Sağlik Turi̇zm İthalat İhracat San. Ve Ti̇c.Ltd.Şti̇.,"Fulya Mah. Hakkı Yeten Cad. Kıvanç Sok. 24 Şişli, İstanbul",Yok,2122200800,estecenterhealth@yandex.com,http://www.estecenter.com,41.056034,28.998055
