Kategori,Şehir,İlçe,Firma Adı,Adres,Açıklama,Telefon,E-posta,Web Sitesi,Enlem,Boylam
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Pervi̇n Di̇nçer Özel Lzrline Poli̇kli̇ni̇ği̇(Ozan Barış Dinçer),"Zeytinlik Mah. Fişekhane Cad. Halkçı Sok. 1 Marmara Apt. K:3 D:5 Bakırköy, İstanbul",Medikal Estetik Uzmanı,2125710908,pervin-dincer@hotmail.com,veri yok,40.978482,28.873174
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Pronail(Hülya Külekci),"Osmaniye Mah. Osmaniye Yolu Çıkmazı Sok. Marmara Forum Avm K:Zemin Bakırköy, İstanbul",Yok,2124666584,veri yok,veri yok,40.997734,28.887081
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Arzem Güzelli̇k Merkezi̇- Ab Güzelli̇k Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Zuhuratbaba Mah. Hür Sok. 11 D:1 Bakırköy, İstanbul",Yok,2126602322,guzellikarzem@gmail.com,http://www.arzemguzellikmerkezi.com,40.989157901513,28.870009813486
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Bi̇rgül Çoban Güzelli̇k Merkezi̇- Bi̇rgül Çoban Güzelli̇k Salonu Ltd.Şti̇. (Yasin Akkurt),"Zeytinlik Mah. Fişekhane Cad. 30 Fişekhane Apt. K:4 Bakırköy, İstanbul",Yok,2125404344,veri yok,veri yok,40.995591,28.796023
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Este Line Plasti̇k Cerrahi̇ Ve Güzelli̇k Merkezi̇- Este Life Medi̇kal San.Ti̇c.Ltd.Şti̇. (Taner Korkut),"Kartaltepe Mah. İncirli Cad. Limonçiçeği Sok. 1 Bakırköy, İstanbul",Estetik Merkezleri,2126601242,veri yok,veri yok,40.99609,28.870176
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Beautyderm Güzelli̇k Merkezi̇- Bd Güzelli̇k Ve Sağlik Merkezi̇ Ti̇c.Ltd.Şti̇.,"Zuhuratbaba Mah. İncirli Cad. 41 K:2 Bakırköy, İstanbul",Yok,2125421900,veri yok,veri yok,40.986792,28.871944
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Dermame Güzelli̇k Merkezi̇,"Zeytinlik Mah. Cumhuriyetçi Sok. 12 Ekmekçioğlu İş Mrk. D:8 Bakırköy, İstanbul",Yok,5306793230,dermameclinic@gmail.com,http://www.dermamebeauty.com,40.979397,28.870883
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Pronail Güzelli̇k Merkezi̇(Hatice Özaydınlık),"Şenlikköy Mah. Halkalı Cad. Aqua Florya Avm K:P1 Bakırköy, İstanbul",Yok,2126630016,aquaflorya@pronail.com.tr,http://www.pronail.com.tr,40.96521,28.798665
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,İki̇nci̇ Bahar Kuaför(Meral Kılıçoğlu),"Kartaltepe Mah. Buhar Sok. 6/A Mert Apt. Bakırköy, İstanbul",Yok,2125830747,veri yok,veri yok,40.984749,28.87717
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Nova Makro Beauty- Nova Makro Güzelli̇k Merkezi̇ Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Zuhuratbaba Mah. İncirli Cad. 115 D:3 Bakırköy, İstanbul",Yok,2126011359,veri yok,veri yok,40.995753723784,28.869782243866
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Tuğçem Güzelli̇k Salonu(Tuğçe Mucuroğlu),"Zeytinlik Mah. Sporcu Sok. 7 Bakırköy, İstanbul",Yok,2125830044,veri yok,veri yok,40.978325,28.869471
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Mega Turi̇zm- Mega Turi̇zm Ki̇myevi̇ Maddeler Diş Ti̇c.Ltd.Şti̇.,"Şenlikköy Mah. Çatal Sok. 18 Koçoğlu İş Mrk. Bakırköy, İstanbul",Genel Merkez,2126620792,veri yok,veri yok,40.97636,28.804504
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Nurten Güzelli̇k Salonu,"Şenlikköy Mah. Avcılar Sok. 6 Dk:4 Florya, Bakırköy, İstanbul",Yok,2125733501,veri yok,veri yok,40.981167,28.794588
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Di̇lena Güzelli̇k Salonu(Adile Şengül),"Ataköy 7. 8. 9. 10. Kısım Mah. Palmiye Sok. 32 Bakırköy, İstanbul",Yok,2125606094,veri yok,veri yok,40.983797,28.844192
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Emsal Doğan Güzelli̇k Merkezi̇(Serap Yılmaz),"Zeytinlik Mah. Fişekhane Cad. 34 Ak Apt. Bakırköy, İstanbul",Kaş Kontürü Hizmeti,2125714239,emsaldoganbakirkoy@gmail.com,http://www.proteztirnak.com,40.97829,28.871886
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Nemay Salon- Nemay Güzelli̇k Esteti̇k Kozmeti̇k Turi̇zm Ve Gida Ti̇c.Ltd.Şti̇.,"Şenlikköy Mah. Harman Sok. 42 Günöz Sit. A Blok D:3 Florya, Bakırköy, İstanbul",Yok,2126628685,info@nemaysalon.com,http://www.beautyzoneguzellik.com,40.972795,28.802007
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Miss Fevzi̇ye Güzelli̇k Merkezi̇(Fevziye Yüksel),"Zeytinlik Mah. Fazıl Paşa Sok. 16 Arda Apt. Dk:2 Bakırköy, İstanbul",Yok,2125836418,veri yok,veri yok,40.979186,28.869729
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Ti̇du Güzelli̇k Merkezi̇(Emine Aydın),"Zeytinlik Mah. Yakut Sok. 3 Bakırköy, İstanbul",Yok,2125435579,veri yok,veri yok,40.979041,28.873861
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Uzmanlar Esteti̇k Merkezi̇- As Medi̇kal Gida Diş Ti̇c.Ltd.Şti̇.,"Cevizlik Mah. Kırmızı Şebboy Sok. 10 Bakırköy, İstanbul",Yok,2125420542,veri yok,http://uzmanlartipmerkezi.com.tr,40.97748,28.876936
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Özel Eli̇t Poli̇kli̇ni̇ği̇- Eli̇t Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Osmaniye Mah. Çobançeşme Koşuyolu Blv. 3 Garden Office K:2 Bakırköy, İstanbul",Estetik Merkezleri,4445430,info@elitpoliklinigi.com,http://www.elitpoliklinigi.com,40.997243,28.887251
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Lazeri̇na Güzelli̇k Merkezi̇(Meral Uzun),"Zeytinlik Mah. Ebuzziya Cad. Bakırköy, İstanbul",Yok,2125713081,veri yok,veri yok,40.976439,28.875028
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Medi̇lazer Lazer Epi̇lasyon Sağlik Hi̇zmetleri̇ Ltd.Şti̇.,"Zeytinlik Mah. Fişekhane Cad. 50 Özlem Apt.K:2 D:9 Bakırköy, İstanbul",Yok,2124663055,veri yok,veri yok,40.978139,28.87032
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Aveda Erdem Kiramer- Er Az Kuaförlük Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Şenlikköy Mah. Halkalı Yolu 93 Aqua Florya Avm K:Zemin Dk:35 Bakırköy, İstanbul",Yok,2125730018,veri yok,http://www.erdemkiramer.com,40.965215,28.798731
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,En Güzelli̇k- En Turi̇zm Ve Güzelli̇k Hi̇zmetleri̇ Ltd.Şti̇.,"Zuhuratbaba Mah. Bestekar Rauf Yekta Sok. 9 Bakırköy, İstanbul",Yok,2125703686,veri yok,veri yok,40.982218,28.869028
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Osman Güzelli̇k Salonu- Osman Güzelli̇k Salonu Ltd.Şti̇. (Adnan Ceylan),"Ataköy 7. 8. 9. 10. Kısım Mah. Akrın Çrş. Bakırköy, İstanbul",Yok,2125601727,veri yok,veri yok,40.978474,28.876363
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Mutlu Ayaklar Ayak Sağliği Merkezi̇- Mutlu Ayaklar Güzelli̇k Hi̇zmetleri̇ Ltd.Şti̇.,"Yeşilköy Mah. İstasyon Cad. 17/1 Bakırköy, İstanbul",Ayak Sağlığı Merkezi,2128064637,mutluayaklarr@gmail.com,http://www.mutluayaklar.com.tr,40.961079,28.824506
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Saloon Manga- Manga Güzelli̇k Salonu Saç Tasarimi Ve Kozmeti̇k Ürünleri̇ San.Ti̇c.Ltd.Şti̇.,"Ataköy 2. 5. 6. Kısım Mah. Rauf Orbay Cad. 2 Dk:1 Bakırköy, İstanbul",Yok,2125606694,veri yok,veri yok,40.976351,28.857135
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Özel Dermamed Poli̇kli̇ni̇kleri̇ Bakirköy Şubesi̇- Dermamed Lazer Epi̇lasyon Ve Esteti̇k Ti̇c.Ltd.Şti̇.,"Zeytinlik Mah. Fişekhane Cad. 34 Ak Apt. D:11 Bakırköy, İstanbul",Estetik Merkezi,2125431030,bakirkoy@dermamed.com.tr,http://www.dermamed.com.tr,40.978017,28.86995
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Miami Sun Sea(Ayşe Keskin),"Ataköy 7. 8. 9. 10. Kısım Mah. Atrium Çrş. Bakırköy, İstanbul",Yok,2125603044,veri yok,veri yok,40.988851152547,28.845384323421
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Estelita Güzelli̇k Merkezi̇(Ferhat Bozkurt),"Zeytinlik Mah. Fişekhane Cad. D:7 Bakırköy, İstanbul",Yok,2125710844,veri yok,http://www.estelitaguzellikmerkezi.com,40.977924,28.869102
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Celi̇nesta Esteti̇k Güzelli̇k- Celi̇nesta Esteti̇k Güzelli̇k San. Ve Ti̇c.Ltd.Şti̇.,"Yeşilköy Mah. İstasyon Cad. 29/A Bakırköy, İstanbul",Yok,2126620809,info@celinesta.com,http://celinesta.com,40.960018,28.823549
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Este Bien- Este Bien Güzelli̇k Salonu Ti̇c.Ltd.Şti̇.,"Zeytinlik Mah. Fişekhane Cad. Yakutlu Sok. 1 Dk:10 Bakırköy, İstanbul",Yok,2125722233,veri yok,veri yok,40.978222323732,28.870417568193
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Bakirköy Lazer Merkezi̇(Nilgün Öztekin),"Zeytinlik Mah. Ebuzziya Cad. Eren İş Merkezi Bakırköy, İstanbul",Yok,2125714461,veri yok,veri yok,40.97807,28.874407
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Miabella Güzelli̇k Salonu- Haker Güzelli̇k Salonlari San. Ve Ti̇c.Ltd.Şti̇. (Özlem Karakılınç),"Cevizlik Mah. Fahri Korutürk Cad. Hallaç Hüseyin Sok. 1 K:3 Bakırköy, İstanbul",Genel Merkez,2125835583,bilgi@miabellaguzellik.com,http://www.miabellaguzellik.com,40.979281,28.874393
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Pamuk Gürbüz Güzelli̇k Salonu,"Şenlikköy Mah. Saçı Sok. 7 Peri Apt. D:2 Bakırköy, İstanbul",Lazer Epilasyon Hizmeti,2126630102,veri yok,veri yok,40.967681,28.79974
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Oktay Akdağ Bayan Kuaförü(Oktay Akdağ),"Kartaltepe Mah. Bahçe Saray Sok. 8 Bakırköy, İstanbul",Saç Ve Cilt Bakımı,2125612084,veri yok,veri yok,40.995344293189,28.871464457676
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,My World Güzelli̇k Merkezi̇(Zinnet Ağbaş),"Zeytinlik Mah. Fahri Korutürk Cad. 30 Şükran İşh. K:5 D:11 Bakırköy, İstanbul",Yok,2126600510,info@myworldguzellik.com,http://www.myworldguzellik.com,40.979909,28.874196
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Mie Esteti̇k Ve Güzelli̇k Salonu(Emine Aytek),"Şenlikköy Mah. Florya Cad. 36 Bakırköy, İstanbul",Yok,2126631791,veri yok,veri yok,40.979275,28.792942
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Damla Güzelli̇k Salonu,"Zeytinlik Mah. Ebu Ziya Cad. Şehit Nusret Sok. 1 Kardeşler Apt. D:1 Bakırköy, İstanbul",Yok,2126610022,damlaguzellik2@gmail.com,veri yok,40.975141997953,28.875282474891
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Leyla Pink Love(Leila Güngör),"Yeşilköy Mah. Bostan Sok. 17 Bakırköy, İstanbul",Yok,2125740010,veri yok,veri yok,40.959162,28.820957
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Neka Epi̇lasyon Ve Güzelli̇k Merkezi̇(Esin Pendar),"Zeytinlik Mah. Fişekhane Cad. 56 Palas Apt. K:4 D:7 Bakırköy, İstanbul",Yok,2125724115,veri yok,veri yok,40.978167,28.870008
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Mvk Esteti̇k Merkezi̇(Medeni Volkan Kıyak),"Zeytinlik Mah. Fişekhane Cad. 10 K:1 Bakırköy, İstanbul",Estetik Merkezleri,2125430685,info@mvkestetik.com,http://www.mvkestetik.com,40.978431,28.873767
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,American Center Güzelli̇k Merkezi̇(Nazlı Üstev Akgül),"Zeytinlik Mah. Fahri Korutürk Cad. Bakırköy, İstanbul",Kaş Ve Dudak Kontürü - Kalıcı Makyaj Hizmeti,2125832424,veri yok,veri yok,40.980211,28.874007
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Özel Epi̇derm Poli̇kli̇ni̇ği̇- Kadioğlu Sağlik Hi̇zmetleri̇ Ltd.Şti̇.,"Zuhuratbaba Mah. İncirli Cad. 9 Bakırköy, İstanbul",Yok,2126600448,epiderm@kadioglusaglik.com,http://www.epidermlazer.com,40.982903,28.872493
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Bengü Güzelli̇k Salonu(Belgüzar Dolapci),"Şenlikköy Mah. Otlukbeli Sok. Bakırköy, İstanbul",Yok,2126622612,veri yok,veri yok,40.968222,28.799369
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Orjje Güzelli̇k Salonu(Tülay Yıldızcan),"Yeşilköy Mah. Akanber Sok. 2 Bakırköy, İstanbul",Yok,2125733537,veri yok,veri yok,40.958714,28.826387
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Si̇m Güzelli̇k Salonu(Sabriye Öztürk),"Ataköy 7. 8. 9. 10. Kısım Mah. Defne Sok. 51 Martı Sit. Bakırköy, İstanbul",Yok,2126615355,veri yok,veri yok,40.98111102,28.84959396
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Süsen Güzelli̇k Salonu(İsmet Sevim),"Kartaltepe Mah. İncirli Cad. 76 Ferah Apt. D:2 Bakırköy, İstanbul",Yok,2125426511,veri yok,http://www.susenguzellik.com,40.990577,28.870858
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Citybeauty Bakirköy Şubesi̇- Senar Solaryum Hi̇zmetleri̇ San. Ve Ti̇c.Ltd.Şti̇ (Hasan Abbasoğlu),"Zeytinlik Mah. Fişekhane Cad. 40 Konuk Apt. C Blok D:6 Bakırköy, İstanbul",Yok,2125832375,citybeauty@citybeauty.com.tr,http://www.citybeauty.com.tr,40.978211,28.871257
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Qlua Kalici Makyaj,"Zeytinlik Mah. Halkçı Sok. 31 Bakırköy İşh. K:3 D:29 Bakırköy, İstanbul",Kalıcı Makyaj - İpek Kirpik Ve Protez Tırnak Hizmeti,5308504014,qluakalicimakya@gmail.com,http://qluakalicimakyaj.com,40.979918,28.872831
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Bioderma Italiana Estetica,"Cevizlik Mah. Fahri Korutürk Cad. 22 Abbas Eroğlu İşh. K:4 Bakırköy, İstanbul",Yok,2125707521,biodermaitalianaestetica@gmail.com,http://www.biodermaitalianaestetica.com,40.97954850167,28.874136982785
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,İmren Öztürk Beauty Center- İmren Öztürk Güzelli̇k Merkezi̇ Kuaför Ve Solaryum Hi̇zmetleri̇ Ltd.Şti̇.,"Zeytinlik Mah. Cumhuriyetçi Sok. 5 Bakırköy, İstanbul",Yok,2126606579,imrenozturk5534@gmail.com,veri yok,40.978548,28.870919
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Dermart Dermatoloji̇ Poli̇kli̇ni̇ği̇ Esteti̇k Ve Güzelli̇k Merkezi̇,"Kartaltepe Mah. İncirli Cad. Faik Köksal Sok. 1 Bakırköy, İstanbul",Estetik Merkezleri,2126603232,info@dermart.com.tr,http://www.dermart.com.tr,40.989614089619,28.871446902083
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Orion Güzelli̇k Salonu(Yeliz Hızlı),"Yeşilköy Mah. Sarı Yakup Sok. 30/1 Bakırköy, İstanbul",Yok,2126639101,veri yok,veri yok,40.961409,28.82166
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Şevval Güzelli̇k Salonu(Songül Demirci),"Kartaltepe Mah. İncirli Cad. 76 Bakırköy, İstanbul",Yok,2125430870,veri yok,veri yok,40.990577,28.870858
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Derma Clean Esteti̇k Ve Güzelli̇k Merkezi̇,"Zuhuratbaba Mah. İncirli Cad. Gülderen Sok. 2/8 1. Yıldız Sit. 9/A Blok K:2 D:4 Bakırköy, İstanbul",Yok,2125719214,info@dermaclean.com.tr,http://www.dermaclean.com.tr,40.99498,28.868497
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Mcyill Güzelli̇k,"Zuhuratbaba Mah. Şükran Çiftliği Sok. 15 Ata Apt. K:1 D:8 Bakırköy, İstanbul",Kalıcı Makyaj - Lazer Epilasyon Ve Cilt Bakımı,5426632778,veri yok,veri yok,40.981117,28.871805
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Tali̇ Esteti̇k Bakirköy Şubesi̇(İlkan Kabtan),"Zeytinlik Mah. Ömer Naci Sok. 3 Bakırköy, İstanbul",Yok,2125428280,veri yok,veri yok,40.977883,28.874228
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Dermocli̇ni̇ce Yaşam Merkezi̇(Ahmet Belim),"Zeytinlik Mah. Ebuziya Cad. 50 Bakırköy, İstanbul",Yok,2125711001,veri yok,veri yok,40.975806,28.875128
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Belleza Güzelli̇k(Emine Canan Eren),"Zuhuratbaba Mah. Şükran Çiftliği Sok. 15 Ata Apt. D:9 Bakırköy, İstanbul",Yok,2125436076,veri yok,http://www.bellezaestetik.com,40.981117,28.871805
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Zali̇na Beauty Center(Zalina Mamedova),"Yeşilköy Mah. Yeşil Yalı Sok. 4 D:2 Bakırköy, İstanbul",Yok,2126630061,veri yok,veri yok,40.958862,28.823276
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Dr. Meni̇je Esteti̇k Merkezi̇- Dr. Meni̇je Esteti̇k Merkezi̇ Lazer Epi̇lasyon Ltd.Şti̇. (Köksal Tezcan),"Ataköy 1. Kısım Mah. Ataköy Sahil Yolu Galleria Avm Bakırköy, İstanbul",Yok,2126610011,info@drmenije.com,http://www.drmenije.com,40.9744,28.8701
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Pronail Güzelli̇k Merkezi̇ Capacity Avm Şubesi̇- Çağdaş Grup Kozmeti̇k Ve Medi̇kal Ürünler San. Ve Ti̇c.A.Ş.,"Ataköy 1. Kısım Mah. Fişekhane Cad. 7 Capacity Avm K:Zemin Bakırköy, İstanbul",Yok,2126615001,veri yok,http://www.pronail.com.tr,40.978062,28.872168
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Vidol Luffon- Papatya Solaryum San. Ve Ti̇c.Ltd.Şti̇. (Hikmet Alp),"Yeşilyurt Mah. Sipahioğlu Cad. 25 Bakırköy, İstanbul",Yok,2126620485,veri yok,veri yok,40.962816,28.840594
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Florest- Florest Florya Lazerle Epi̇lasyon Medi̇kal Esteti̇k Ve Sağlik Hi̇zmetleri̇ Ltd.Şti̇.,"Şenlikköy Mah. Harman Sok. 33 Bakırköy, İstanbul",Yok,2125737400,floryaestetik@hotmail.com,veri yok,40.974001,28.797036
Guzellik-Salonlari-Ve-Merkezleri,Istanbul,Bakirkoy,Podiclinic Ayak Sağliği Merkezi̇,"Ataköy 7. 8. 9. 10. Kısım Mah. Karanfil Sok. 2 Atrium Avm K:1 Dk:156 Bakırköy, İstanbul",Medikal Ayak Bakımı Ve Podoloji Hizmeti,2125600260,zuleyha.akin@gmail.com,http://podiclinic.com,40.988710507296,28.845503492105
